mt	sn
7.70598695909899	0.0308645879451015
8.01259632483699	0.0326355069255582
8.67027267338471	0.0357978622478022
8.76911677534084	0.0362405919929163
8.84454653230587	0.0366833217380305
9.50903971547125	0.040098665486054
9.58402489626556	0.0407943836569477
10.50622406639	0.0465498703434318
11.6945761707172	0.0520523686041364
12.0746887966805	0.0530010752008096
12.5674273858921	0.0555942065650496
12.7116182572614	0.0560369363101638
13.0616478956728	0.0576813610777307
13.2540011855365	0.0585035734615141
13.4453171310018	0.0591360445259629
13.669828097214	0.0600215040161913
15.5543864848844	0.0650812725317817
15.7053941908714	0.06596673202201
17.9676941315945	0.0746315856049586
17.9911084765857	0.0757067864145215
19.0496443390634	0.0805135665043324
19.2649673977475	0.0826007210170135
19.3861885002964	0.0832964391879071
19.4742145820984	0.0838024160394662
19.586544161233	0.0843083928910252
19.9711025489034	0.0859528176585921
19.8279490219324	0.0854468408070331
20.7630409010077	0.0877237366390488
21.3515115589804	0.090253620896844
21.2857142857143	0.0913288217064069
22.0736514522822	0.0939852001770919
22.0816538233551	0.0943646828157612
22.5643153526971	0.0972740497122257
22.6803497332543	0.0980330149895642
23.0497925311203	0.0996141926506862
23.2036158861885	0.10043640503447
22.908861885003	0.0996141926506862
22.9233847065797	0.100815887673139
23.5097806757558	0.104294478527607
23.4508002371073	0.105938903295174
26.3933017190279	0.11586869900702
26.0981031416716	0.114414015558788
26.5320094842916	0.116690911390804
26.3854475400119	0.116690911390804
26.3913752222881	0.117829359306812
26.5555720213397	0.117955853519701
26.81609365738	0.117702865093922
27.8088322465916	0.117639617987477
28.2173977474807	0.11599519321991
25.7442205097807	0.104484219846942
25.7181387077653	0.101827841376257
25.6954653230587	0.100626146353804
26.0454949614701	0.10043640503447
26.4671013633669	0.101827841376257
26.2412566686426	0.101701347163367
26.2108772969769	0.102017582695592
25.5416419679905	0.100120169502245
25.1759039715471	0.0967048257542217
25.2237700059277	0.0957561191575485
25.179312388856	0.0948706596673202
25.3030527563723	0.0951868951995446
25.2802311796088	0.095503130731769
25.1074392412567	0.0960091075833281
24.971695317131	0.0964518373284422
24.8312092471844	0.0965150844348871
24.8827800829876	0.0973372968186706
25.5606105512745	0.0967680728606666
25.594398340249	0.0945544241350958
26.4631001778305	0.0941749414964265
26.2399229401304	0.0929099993675289
27.3438055720213	0.100373157928025
26.6435981031417	0.100562899247359
27.2683758150563	0.105812409082284
27.2898636633076	0.107140598317627
27.8316538233551	0.108974764404528
27.4112329579135	0.109480741256088
27.2445168938945	0.107836316488521
27.3509187907528	0.11080893049143
27.0735032602253	0.110302953639871
